row,date,cpu00,densityestimate,logdensityestimate
387,2026-06-10T10:22:06,40.21,9.060879422883183e-16,-15.0428
388,2026-06-10T10:22:07,35.05,3.0378974997014477e-16,-15.5174
389,2026-06-10T10:22:08,48.98,4.406496531434886e-34,-33.3559
390,2026-06-10T10:22:09,13.40,2.7274192634086338e-12,-11.5642
391,2026-06-10T10:22:10,1.01,0.049406140477384695,-1.30622
392,2026-06-10T10:22:11,6.06,0.020084464119655865,-1.69714
393,2026-06-10T10:22:12,7.00,0.01752924172295179,-1.75624
394,2026-06-10T10:22:13,6.12,0.009294060015696857,-2.03179
395,2026-06-10T10:22:14,6.06,0.029410135674324725,-1.5315
396,2026-06-10T10:22:15,6.12,0.017261420258661668,-1.76292
397,2026-06-10T10:22:16,0.00,0.015801077535652575,-1.80131
398,2026-06-10T10:22:17,0.00,0.017085463789156524,-1.76737
399,2026-06-10T10:22:18,1.01,0.022771875115943543,-1.6426
400,2026-06-10T10:22:19,1.02,0.01402089903309198,-1.85322
401,2026-06-10T10:22:20,0.00,0.0033426060715939046,-2.47591
402,2026-06-10T10:22:21,2.00,0.01966420349576617,-1.70632
403,2026-06-10T10:22:22,0.00,0.000444944676446817,-3.35169
404,2026-06-10T10:22:23,0.00,0.021041525685817363,-1.67692
